count	word
1700	erfahrung
1698	pflicht
1692	lager
1691	dankbar
1690	fass
1689	vollkommen
1688	jagen
1686	kapiert
1686	filme
1685	tritt
1682	daniel
1680	verlangen
1680	reisen
1677	dringend
1673	zustand
1673	scherz
1673	nachdenken
1672	such
1672	atmen
1671	eurem
1670	meilen
1668	fährst
1666	stört
1666	jean
1665	bat
1662	bessere
1660	überlegen
1659	verlangt
1659	hoheit
1659	blödsinn
1657	aufstehen
1655	schlechter
1654	kino
1653	umsonst
1651	risiko
1650	stock
1650	beruhigen
1648	keller
1645	gezeigt
1644	hasst
1643	verbringen
1642	grenze
1641	knie
1639	großmutter
1639	gehalten
1638	heiligen
1636	zufall
1636	sieg
1636	pfund
1635	mädels
1633	ähnlich
1632	schulden
1632	gestellt
1631	hoffen
1630	schwimmen
1629	dunkel
1627	rache
1627	gelaufen
1626	beeilen
1625	wache
1624	schätzen
1623	fern
1623	dreh
1622	tanz
1622	nutzen
1621	kuchen
1617	washington
1616	anzug
1612	netter
1609	pläne
1608	riecht
1607	entdeckt
1606	warm
1606	einigen
1604	erklärt
1604	behandelt
1603	van
1602	zweimal
1602	stehst
1600	fliegt
1600	dürfte
1599	deal
1597	blöde
1595	sonntag
1595	hinterlassen
1595	folge
1595	brauchte
1594	streit
1591	hof
1590	krankheit
1590	folgt
1587	teuer
1586	trottel
1585	simon
1583	selbstverständlich
1583	schreibt
1580	zeitpunkt
1580	gast
1575	angetan
1573	erstes
1571	form
1570	aufgeben
1566	city
1565	station
1565	schnauze
1562	schande
1560	woran
1559	operation
1558	weib
1558	seitdem
1557	million
1557	grab
1556	kunst
1551	tschüs
1550	verfolgt
1550	schauspieler
1549	voraus
1549	beruf
1546	einiges
1542	überzeugt
1542	dick
1542	abends
1541	patienten
1541	hure
1541	einsam
1537	offenbar
1534	seiten
1534	geheiratet
1533	entschuldigt
1532	geschäfte
1531	neuigkeiten
1531	geplant
1530	test
1530	star
1530	merken
1529	nette
1527	scheinen
1527	kochen
1526	fick
1525	unschuldig
1525	satt
1524	womit
1524	erlauben
1521	herzlichen
1520	rock
1516	helft
1516	begann
1515	woanders
1514	zweifel
1513	ziehe
1513	versuchte
